Email,AnnualIncome,HomeOwner
YBI2807@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI2808@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI2809@ybifoundation.ybif,"? 1,20,000.00",Yes
YBI2810@ybifoundation.ybif,"? 90,000.00",Yes
YBI2811@ybifoundation.ybif,"? 90,000.00",Yes
YBI2812@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI2813@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI2814@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI2815@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI2816@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI2817@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI2818@ybifoundation.ybif,"? 70,000.00",Yes
YBI2819@ybifoundation.ybif,"? 40,000.00",Yes
YBI2820@ybifoundation.ybif,"? 20,000.00",Yes
YBI2821@ybifoundation.ybif,"? 10,000.00",No
YBI2822@ybifoundation.ybif,"? 10,000.00",No
YBI2823@ybifoundation.ybif,"? 10,000.00",No
YBI2824@ybifoundation.ybif,"? 20,000.00",No
YBI2825@ybifoundation.ybif,"? 20,000.00",No
YBI2826@ybifoundation.ybif,"? 60,000.00",Yes
YBI2827@ybifoundation.ybif,"? 60,000.00",Yes
YBI2828@ybifoundation.ybif,"? 60,000.00",No
YBI2829@ybifoundation.ybif,"? 30,000.00",No
YBI2830@ybifoundation.ybif,"? 20,000.00",No
YBI2831@ybifoundation.ybif,"? 20,000.00",No
YBI2832@ybifoundation.ybif,"? 20,000.00",Yes
YBI2833@ybifoundation.ybif,"? 20,000.00",No
YBI2834@ybifoundation.ybif,"? 20,000.00",No
YBI2835@ybifoundation.ybif,"? 30,000.00",No
YBI2836@ybifoundation.ybif,"? 40,000.00",Yes
YBI2837@ybifoundation.ybif,"? 40,000.00",Yes
YBI2838@ybifoundation.ybif,"? 40,000.00",Yes
YBI2839@ybifoundation.ybif,"? 30,000.00",Yes
YBI2840@ybifoundation.ybif,"? 30,000.00",No
YBI2841@ybifoundation.ybif,"? 30,000.00",No
YBI2842@ybifoundation.ybif,"? 10,000.00",No
YBI2843@ybifoundation.ybif,"? 40,000.00",Yes
YBI2844@ybifoundation.ybif,"? 40,000.00",Yes
YBI2845@ybifoundation.ybif,"? 40,000.00",Yes
YBI2846@ybifoundation.ybif,"? 50,000.00",No
YBI2847@ybifoundation.ybif,"? 50,000.00",No
YBI2848@ybifoundation.ybif,"? 20,000.00",No
YBI2849@ybifoundation.ybif,"? 40,000.00",Yes
YBI2850@ybifoundation.ybif,"? 40,000.00",No
YBI2851@ybifoundation.ybif,"? 20,000.00",No
YBI2852@ybifoundation.ybif,"? 30,000.00",Yes
YBI2853@ybifoundation.ybif,"? 30,000.00",No
YBI2854@ybifoundation.ybif,"? 40,000.00",Yes
YBI2855@ybifoundation.ybif,"? 40,000.00",Yes
YBI2856@ybifoundation.ybif,"? 40,000.00",Yes
YBI2857@ybifoundation.ybif,"? 40,000.00",Yes
YBI2858@ybifoundation.ybif,"? 40,000.00",Yes
YBI2859@ybifoundation.ybif,"? 40,000.00",Yes
YBI2860@ybifoundation.ybif,"? 40,000.00",Yes
YBI2861@ybifoundation.ybif,"? 30,000.00",Yes
YBI2862@ybifoundation.ybif,"? 30,000.00",Yes
YBI2863@ybifoundation.ybif,"? 30,000.00",Yes
YBI2864@ybifoundation.ybif,"? 40,000.00",Yes
YBI2865@ybifoundation.ybif,"? 40,000.00",No
YBI2866@ybifoundation.ybif,"? 60,000.00",No
YBI2867@ybifoundation.ybif,"? 60,000.00",No
YBI2868@ybifoundation.ybif,"? 60,000.00",Yes
YBI2869@ybifoundation.ybif,"? 60,000.00",No
YBI2870@ybifoundation.ybif,"? 60,000.00",Yes
YBI2871@ybifoundation.ybif,"? 60,000.00",No
YBI2872@ybifoundation.ybif,"? 20,000.00",No
YBI2873@ybifoundation.ybif,"? 30,000.00",Yes
YBI2874@ybifoundation.ybif,"? 30,000.00",Yes
YBI2875@ybifoundation.ybif,"? 30,000.00",Yes
YBI2876@ybifoundation.ybif,"? 30,000.00",Yes
YBI2877@ybifoundation.ybif,"? 20,000.00",No
YBI2878@ybifoundation.ybif,"? 20,000.00",No
YBI2879@ybifoundation.ybif,"? 20,000.00",Yes
YBI2880@ybifoundation.ybif,"? 30,000.00",Yes
YBI2881@ybifoundation.ybif,"? 40,000.00",Yes
YBI2882@ybifoundation.ybif,"? 40,000.00",Yes
YBI2883@ybifoundation.ybif,"? 40,000.00",Yes
YBI2884@ybifoundation.ybif,"? 40,000.00",Yes
YBI2885@ybifoundation.ybif,"? 40,000.00",Yes
YBI2886@ybifoundation.ybif,"? 40,000.00",Yes
YBI2887@ybifoundation.ybif,"? 40,000.00",Yes
YBI2888@ybifoundation.ybif,"? 80,000.00",Yes
YBI2889@ybifoundation.ybif,"? 80,000.00",Yes
YBI2890@ybifoundation.ybif,"? 40,000.00",Yes
YBI2891@ybifoundation.ybif,"? 40,000.00",Yes
YBI2892@ybifoundation.ybif,"? 40,000.00",Yes
YBI2893@ybifoundation.ybif,"? 40,000.00",Yes
YBI2894@ybifoundation.ybif,"? 40,000.00",Yes
YBI2895@ybifoundation.ybif,"? 40,000.00",Yes
YBI2896@ybifoundation.ybif,"? 40,000.00",Yes
YBI2897@ybifoundation.ybif,"? 40,000.00",Yes
YBI2898@ybifoundation.ybif,"? 40,000.00",Yes
YBI2899@ybifoundation.ybif,"? 40,000.00",Yes
YBI2900@ybifoundation.ybif,"? 40,000.00",Yes
YBI2901@ybifoundation.ybif,"? 40,000.00",Yes
YBI2902@ybifoundation.ybif,"? 40,000.00",Yes
YBI2903@ybifoundation.ybif,"? 40,000.00",Yes
YBI2904@ybifoundation.ybif,"? 40,000.00",Yes
YBI2905@ybifoundation.ybif,"? 80,000.00",Yes
YBI2906@ybifoundation.ybif,"? 80,000.00",Yes
YBI2907@ybifoundation.ybif,"? 80,000.00",No
YBI2908@ybifoundation.ybif,"? 80,000.00",Yes
YBI2909@ybifoundation.ybif,"? 80,000.00",Yes
YBI2910@ybifoundation.ybif,"? 80,000.00",Yes
YBI2911@ybifoundation.ybif,"? 60,000.00",Yes
YBI2912@ybifoundation.ybif,"? 60,000.00",Yes
YBI2913@ybifoundation.ybif,"? 60,000.00",No
YBI2914@ybifoundation.ybif,"? 60,000.00",Yes
YBI2915@ybifoundation.ybif,"? 60,000.00",Yes
YBI2916@ybifoundation.ybif,"? 60,000.00",No
YBI2917@ybifoundation.ybif,"? 60,000.00",No
YBI2918@ybifoundation.ybif,"? 60,000.00",Yes
YBI2919@ybifoundation.ybif,"? 60,000.00",Yes
YBI2920@ybifoundation.ybif,"? 20,000.00",Yes
YBI2921@ybifoundation.ybif,"? 30,000.00",Yes
YBI2922@ybifoundation.ybif,"? 30,000.00",Yes
YBI2923@ybifoundation.ybif,"? 30,000.00",No
YBI2924@ybifoundation.ybif,"? 40,000.00",Yes
YBI2925@ybifoundation.ybif,"? 40,000.00",Yes
YBI2926@ybifoundation.ybif,"? 40,000.00",Yes
YBI2927@ybifoundation.ybif,"? 40,000.00",Yes
YBI2928@ybifoundation.ybif,"? 40,000.00",Yes
YBI2929@ybifoundation.ybif,"? 10,000.00",No
YBI2930@ybifoundation.ybif,"? 10,000.00",Yes
YBI2931@ybifoundation.ybif,"? 10,000.00",Yes
YBI2932@ybifoundation.ybif,"? 30,000.00",Yes
YBI2933@ybifoundation.ybif,"? 30,000.00",Yes
YBI2934@ybifoundation.ybif,"? 30,000.00",Yes
YBI2935@ybifoundation.ybif,"? 10,000.00",Yes
YBI2936@ybifoundation.ybif,"? 20,000.00",Yes
YBI2937@ybifoundation.ybif,"? 40,000.00",Yes
YBI2938@ybifoundation.ybif,"? 40,000.00",Yes
YBI2939@ybifoundation.ybif,"? 40,000.00",Yes
YBI2940@ybifoundation.ybif,"? 20,000.00",Yes
YBI2941@ybifoundation.ybif,"? 30,000.00",No
YBI2942@ybifoundation.ybif,"? 30,000.00",No
YBI2943@ybifoundation.ybif,"? 30,000.00",Yes
YBI2944@ybifoundation.ybif,"? 30,000.00",Yes
YBI2945@ybifoundation.ybif,"? 10,000.00",Yes
YBI2946@ybifoundation.ybif,"? 20,000.00",Yes
YBI2947@ybifoundation.ybif,"? 20,000.00",Yes
YBI2948@ybifoundation.ybif,"? 20,000.00",Yes
YBI2949@ybifoundation.ybif,"? 30,000.00",Yes
YBI2950@ybifoundation.ybif,"? 20,000.00",Yes
YBI2951@ybifoundation.ybif,"? 20,000.00",Yes
YBI2952@ybifoundation.ybif,"? 10,000.00",No
YBI2953@ybifoundation.ybif,"? 20,000.00",No
YBI2954@ybifoundation.ybif,"? 20,000.00",Yes
YBI2955@ybifoundation.ybif,"? 30,000.00",Yes
YBI2956@ybifoundation.ybif,"? 30,000.00",No
YBI2957@ybifoundation.ybif,"? 30,000.00",Yes
YBI2958@ybifoundation.ybif,"? 20,000.00",Yes
YBI2959@ybifoundation.ybif,"? 40,000.00",Yes
YBI2960@ybifoundation.ybif,"? 40,000.00",Yes
YBI2961@ybifoundation.ybif,"? 40,000.00",Yes
YBI2962@ybifoundation.ybif,"? 30,000.00",No
YBI2963@ybifoundation.ybif,"? 30,000.00",Yes
YBI2964@ybifoundation.ybif,"? 30,000.00",Yes
YBI2965@ybifoundation.ybif,"? 40,000.00",Yes
YBI2966@ybifoundation.ybif,"? 40,000.00",Yes
YBI2967@ybifoundation.ybif,"? 30,000.00",Yes
YBI2968@ybifoundation.ybif,"? 30,000.00",Yes
YBI2969@ybifoundation.ybif,"? 30,000.00",No
YBI2970@ybifoundation.ybif,"? 30,000.00",Yes
YBI2971@ybifoundation.ybif,"? 30,000.00",Yes
YBI2972@ybifoundation.ybif,"? 30,000.00",Yes
YBI2973@ybifoundation.ybif,"? 20,000.00",Yes
YBI2974@ybifoundation.ybif,"? 20,000.00",Yes
YBI2975@ybifoundation.ybif,"? 20,000.00",No
YBI2976@ybifoundation.ybif,"? 40,000.00",Yes
YBI2977@ybifoundation.ybif,"? 40,000.00",Yes
YBI2978@ybifoundation.ybif,"? 40,000.00",Yes
YBI2979@ybifoundation.ybif,"? 40,000.00",Yes
YBI2980@ybifoundation.ybif,"? 30,000.00",Yes
YBI2981@ybifoundation.ybif,"? 30,000.00",Yes
YBI2982@ybifoundation.ybif,"? 30,000.00",No
YBI2983@ybifoundation.ybif,"? 30,000.00",No
YBI2984@ybifoundation.ybif,"? 30,000.00",Yes
YBI2985@ybifoundation.ybif,"? 30,000.00",No
YBI2986@ybifoundation.ybif,"? 30,000.00",No
YBI2987@ybifoundation.ybif,"? 20,000.00",Yes
YBI2988@ybifoundation.ybif,"? 20,000.00",No
YBI2989@ybifoundation.ybif,"? 20,000.00",No
YBI2990@ybifoundation.ybif,"? 20,000.00",No
YBI2991@ybifoundation.ybif,"? 20,000.00",No
YBI2992@ybifoundation.ybif,"? 30,000.00",No
YBI2993@ybifoundation.ybif,"? 30,000.00",Yes
YBI2994@ybifoundation.ybif,"? 30,000.00",No
YBI2995@ybifoundation.ybif,"? 10,000.00",No
YBI2996@ybifoundation.ybif,"? 10,000.00",Yes
YBI2997@ybifoundation.ybif,"? 20,000.00",No
YBI2998@ybifoundation.ybif,"? 20,000.00",No
YBI2999@ybifoundation.ybif,"? 30,000.00",No
YBI3000@ybifoundation.ybif,"? 30,000.00",No
YBI3001@ybifoundation.ybif,"? 40,000.00",Yes
YBI3002@ybifoundation.ybif,"? 40,000.00",Yes
YBI3003@ybifoundation.ybif,"? 40,000.00",Yes
YBI3004@ybifoundation.ybif,"? 40,000.00",Yes
YBI3005@ybifoundation.ybif,"? 40,000.00",No
YBI3006@ybifoundation.ybif,"? 40,000.00",No
YBI3007@ybifoundation.ybif,"? 50,000.00",Yes
YBI3008@ybifoundation.ybif,"? 50,000.00",No
YBI3009@ybifoundation.ybif,"? 50,000.00",Yes
YBI3010@ybifoundation.ybif,"? 50,000.00",Yes
YBI3011@ybifoundation.ybif,"? 40,000.00",Yes
YBI3012@ybifoundation.ybif,"? 60,000.00",Yes
YBI3013@ybifoundation.ybif,"? 60,000.00",Yes
YBI3014@ybifoundation.ybif,"? 60,000.00",Yes
YBI3015@ybifoundation.ybif,"? 40,000.00",Yes
YBI3016@ybifoundation.ybif,"? 60,000.00",Yes
YBI3017@ybifoundation.ybif,"? 60,000.00",Yes
YBI3018@ybifoundation.ybif,"? 60,000.00",Yes
YBI3019@ybifoundation.ybif,"? 60,000.00",Yes
YBI3020@ybifoundation.ybif,"? 70,000.00",Yes
YBI3021@ybifoundation.ybif,"? 70,000.00",Yes
YBI3022@ybifoundation.ybif,"? 50,000.00",Yes
YBI3023@ybifoundation.ybif,"? 60,000.00",Yes
YBI3024@ybifoundation.ybif,"? 50,000.00",Yes
YBI3025@ybifoundation.ybif,"? 50,000.00",Yes
YBI3026@ybifoundation.ybif,"? 50,000.00",Yes
YBI3027@ybifoundation.ybif,"? 60,000.00",Yes
YBI3028@ybifoundation.ybif,"? 70,000.00",Yes
YBI3029@ybifoundation.ybif,"? 60,000.00",Yes
YBI3030@ybifoundation.ybif,"? 60,000.00",Yes
YBI3031@ybifoundation.ybif,"? 60,000.00",Yes
YBI3032@ybifoundation.ybif,"? 60,000.00",Yes
YBI3033@ybifoundation.ybif,"? 60,000.00",Yes
YBI3034@ybifoundation.ybif,"? 60,000.00",No
YBI3035@ybifoundation.ybif,"? 60,000.00",Yes
YBI3036@ybifoundation.ybif,"? 60,000.00",Yes
YBI3037@ybifoundation.ybif,"? 40,000.00",Yes
YBI3038@ybifoundation.ybif,"? 40,000.00",No
YBI3039@ybifoundation.ybif,"? 70,000.00",Yes
YBI3040@ybifoundation.ybif,"? 80,000.00",Yes
YBI3041@ybifoundation.ybif,"? 70,000.00",Yes
YBI3042@ybifoundation.ybif,"? 60,000.00",Yes
YBI3043@ybifoundation.ybif,"? 60,000.00",Yes
YBI3044@ybifoundation.ybif,"? 60,000.00",Yes
YBI3045@ybifoundation.ybif,"? 60,000.00",Yes
YBI3046@ybifoundation.ybif,"? 70,000.00",Yes
YBI3047@ybifoundation.ybif,"? 70,000.00",Yes
YBI3048@ybifoundation.ybif,"? 70,000.00",Yes
YBI3049@ybifoundation.ybif,"? 70,000.00",Yes
YBI3050@ybifoundation.ybif,"? 70,000.00",Yes
YBI3051@ybifoundation.ybif,"? 70,000.00",Yes
YBI3052@ybifoundation.ybif,"? 70,000.00",Yes
YBI3053@ybifoundation.ybif,"? 70,000.00",No
YBI3054@ybifoundation.ybif,"? 70,000.00",No
YBI3055@ybifoundation.ybif,"? 70,000.00",Yes
YBI3056@ybifoundation.ybif,"? 80,000.00",Yes
YBI3057@ybifoundation.ybif,"? 80,000.00",Yes
YBI3058@ybifoundation.ybif,"? 80,000.00",Yes
YBI3059@ybifoundation.ybif,"? 40,000.00",No
YBI3060@ybifoundation.ybif,"? 80,000.00",Yes
YBI3061@ybifoundation.ybif,"? 80,000.00",No
YBI3062@ybifoundation.ybif,"? 80,000.00",Yes
YBI3063@ybifoundation.ybif,"? 80,000.00",Yes
YBI3064@ybifoundation.ybif,"? 80,000.00",Yes
YBI3065@ybifoundation.ybif,"? 80,000.00",Yes
YBI3066@ybifoundation.ybif,"? 80,000.00",Yes
YBI3067@ybifoundation.ybif,"? 40,000.00",No
YBI3068@ybifoundation.ybif,"? 50,000.00",Yes
YBI3069@ybifoundation.ybif,"? 50,000.00",No
YBI3070@ybifoundation.ybif,"? 50,000.00",No
YBI3071@ybifoundation.ybif,"? 50,000.00",Yes
YBI3072@ybifoundation.ybif,"? 70,000.00",Yes
YBI3073@ybifoundation.ybif,"? 50,000.00",Yes
YBI3074@ybifoundation.ybif,"? 60,000.00",Yes
YBI3075@ybifoundation.ybif,"? 60,000.00",Yes
YBI3076@ybifoundation.ybif,"? 60,000.00",No
YBI3077@ybifoundation.ybif,"? 60,000.00",Yes
YBI3078@ybifoundation.ybif,"? 60,000.00",Yes
YBI3079@ybifoundation.ybif,"? 60,000.00",No
YBI3080@ybifoundation.ybif,"? 60,000.00",No
YBI3081@ybifoundation.ybif,"? 60,000.00",Yes
YBI3082@ybifoundation.ybif,"? 40,000.00",Yes
YBI3083@ybifoundation.ybif,"? 70,000.00",Yes
YBI3084@ybifoundation.ybif,"? 70,000.00",Yes
YBI3085@ybifoundation.ybif,"? 40,000.00",Yes
YBI3086@ybifoundation.ybif,"? 60,000.00",Yes
YBI3087@ybifoundation.ybif,"? 40,000.00",Yes
YBI3088@ybifoundation.ybif,"? 40,000.00",Yes
YBI3089@ybifoundation.ybif,"? 70,000.00",No
YBI3090@ybifoundation.ybif,"? 70,000.00",Yes
YBI3091@ybifoundation.ybif,"? 60,000.00",No
YBI3092@ybifoundation.ybif,"? 60,000.00",No
YBI3093@ybifoundation.ybif,"? 60,000.00",No
YBI3094@ybifoundation.ybif,"? 60,000.00",Yes
YBI3095@ybifoundation.ybif,"? 60,000.00",Yes
YBI3096@ybifoundation.ybif,"? 60,000.00",Yes
YBI3097@ybifoundation.ybif,"? 60,000.00",Yes
YBI3098@ybifoundation.ybif,"? 60,000.00",Yes
YBI3099@ybifoundation.ybif,"? 60,000.00",Yes
YBI3100@ybifoundation.ybif,"? 70,000.00",Yes
YBI3101@ybifoundation.ybif,"? 80,000.00",Yes
YBI3102@ybifoundation.ybif,"? 80,000.00",Yes
YBI3103@ybifoundation.ybif,"? 70,000.00",Yes
YBI3104@ybifoundation.ybif,"? 60,000.00",Yes
YBI3105@ybifoundation.ybif,"? 90,000.00",Yes
YBI3106@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI3107@ybifoundation.ybif,"? 60,000.00",Yes
YBI3108@ybifoundation.ybif,"? 90,000.00",Yes
YBI3109@ybifoundation.ybif,"? 70,000.00",Yes
YBI3110@ybifoundation.ybif,"? 60,000.00",Yes
YBI3111@ybifoundation.ybif,"? 70,000.00",Yes
YBI3112@ybifoundation.ybif,"? 1,20,000.00",Yes
YBI3113@ybifoundation.ybif,"? 70,000.00",Yes
YBI3114@ybifoundation.ybif,"? 80,000.00",Yes
YBI3115@ybifoundation.ybif,"? 80,000.00",Yes
YBI3116@ybifoundation.ybif,"? 80,000.00",Yes
YBI3117@ybifoundation.ybif,"? 90,000.00",No
YBI3118@ybifoundation.ybif,"? 90,000.00",Yes
YBI3119@ybifoundation.ybif,"? 90,000.00",Yes
YBI3120@ybifoundation.ybif,"? 60,000.00",Yes
YBI3121@ybifoundation.ybif,"? 60,000.00",No
YBI3122@ybifoundation.ybif,"? 70,000.00",No
YBI3123@ybifoundation.ybif,"? 70,000.00",No
YBI3124@ybifoundation.ybif,"? 70,000.00",Yes
YBI3125@ybifoundation.ybif,"? 70,000.00",No
YBI3126@ybifoundation.ybif,"? 60,000.00",Yes
YBI3127@ybifoundation.ybif,"? 60,000.00",Yes
YBI3128@ybifoundation.ybif,"? 60,000.00",Yes
YBI3129@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI3130@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI3131@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI3132@ybifoundation.ybif,"? 40,000.00",No
YBI3133@ybifoundation.ybif,"? 30,000.00",Yes
YBI3134@ybifoundation.ybif,"? 10,000.00",No
YBI3135@ybifoundation.ybif,"? 20,000.00",Yes
YBI3136@ybifoundation.ybif,"? 20,000.00",Yes
YBI3137@ybifoundation.ybif,"? 60,000.00",No
YBI3138@ybifoundation.ybif,"? 60,000.00",No
YBI3139@ybifoundation.ybif,"? 60,000.00",Yes
YBI3140@ybifoundation.ybif,"? 40,000.00",No
YBI3141@ybifoundation.ybif,"? 40,000.00",Yes
YBI3142@ybifoundation.ybif,"? 40,000.00",Yes
YBI3143@ybifoundation.ybif,"? 40,000.00",No
YBI3144@ybifoundation.ybif,"? 40,000.00",Yes
YBI3145@ybifoundation.ybif,"? 60,000.00",No
YBI3146@ybifoundation.ybif,"? 60,000.00",Yes
YBI3147@ybifoundation.ybif,"? 30,000.00",No
YBI3148@ybifoundation.ybif,"? 20,000.00",No
YBI3149@ybifoundation.ybif,"? 20,000.00",Yes
YBI3150@ybifoundation.ybif,"? 30,000.00",No
YBI3151@ybifoundation.ybif,"? 10,000.00",Yes
YBI3152@ybifoundation.ybif,"? 70,000.00",Yes
YBI3153@ybifoundation.ybif,"? 40,000.00",No
YBI3154@ybifoundation.ybif,"? 40,000.00",No
YBI3155@ybifoundation.ybif,"? 30,000.00",Yes
YBI3156@ybifoundation.ybif,"? 30,000.00",No
YBI3157@ybifoundation.ybif,"? 60,000.00",Yes
YBI3158@ybifoundation.ybif,"? 70,000.00",No
YBI3159@ybifoundation.ybif,"? 70,000.00",Yes
YBI3160@ybifoundation.ybif,"? 10,000.00",Yes
YBI3161@ybifoundation.ybif,"? 10,000.00",Yes
YBI3162@ybifoundation.ybif,"? 20,000.00",Yes
YBI3163@ybifoundation.ybif,"? 30,000.00",No
YBI3164@ybifoundation.ybif,"? 30,000.00",Yes
YBI3165@ybifoundation.ybif,"? 40,000.00",Yes
YBI3166@ybifoundation.ybif,"? 30,000.00",Yes
YBI3167@ybifoundation.ybif,"? 30,000.00",No
YBI3168@ybifoundation.ybif,"? 30,000.00",Yes
YBI3169@ybifoundation.ybif,"? 30,000.00",No
YBI3170@ybifoundation.ybif,"? 60,000.00",No
YBI3171@ybifoundation.ybif,"? 30,000.00",Yes
YBI3172@ybifoundation.ybif,"? 30,000.00",Yes
YBI3173@ybifoundation.ybif,"? 80,000.00",No
YBI3174@ybifoundation.ybif,"? 30,000.00",Yes
YBI3175@ybifoundation.ybif,"? 30,000.00",Yes
YBI3176@ybifoundation.ybif,"? 30,000.00",Yes
YBI3177@ybifoundation.ybif,"? 60,000.00",No
YBI3178@ybifoundation.ybif,"? 30,000.00",Yes
YBI3179@ybifoundation.ybif,"? 30,000.00",Yes
YBI3180@ybifoundation.ybif,"? 70,000.00",No
YBI3181@ybifoundation.ybif,"? 70,000.00",No
YBI3182@ybifoundation.ybif,"? 60,000.00",Yes
YBI3183@ybifoundation.ybif,"? 80,000.00",No
YBI3184@ybifoundation.ybif,"? 80,000.00",Yes
YBI3185@ybifoundation.ybif,"? 70,000.00",No
YBI3186@ybifoundation.ybif,"? 80,000.00",No
YBI3187@ybifoundation.ybif,"? 1,30,000.00",No
YBI3188@ybifoundation.ybif,"? 80,000.00",Yes
YBI3189@ybifoundation.ybif,"? 60,000.00",Yes
YBI3190@ybifoundation.ybif,"? 60,000.00",Yes
YBI3191@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI3192@ybifoundation.ybif,"? 1,60,000.00",No
YBI3193@ybifoundation.ybif,"? 80,000.00",No
YBI3194@ybifoundation.ybif,"? 80,000.00",Yes
YBI3195@ybifoundation.ybif,"? 60,000.00",No
YBI3196@ybifoundation.ybif,"? 60,000.00",Yes
YBI3197@ybifoundation.ybif,"? 70,000.00",Yes
YBI3198@ybifoundation.ybif,"? 80,000.00",Yes
YBI3199@ybifoundation.ybif,"? 90,000.00",Yes
YBI3200@ybifoundation.ybif,"? 70,000.00",No
YBI3201@ybifoundation.ybif,"? 60,000.00",Yes
YBI3202@ybifoundation.ybif,"? 60,000.00",Yes
YBI3203@ybifoundation.ybif,"? 1,00,000.00",No
YBI3204@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI3205@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI3206@ybifoundation.ybif,"? 1,10,000.00",No
YBI3207@ybifoundation.ybif,"? 60,000.00",Yes
YBI3208@ybifoundation.ybif,"? 60,000.00",Yes
YBI3209@ybifoundation.ybif,"? 60,000.00",Yes
YBI3210@ybifoundation.ybif,"? 90,000.00",Yes
YBI3211@ybifoundation.ybif,"? 70,000.00",No
YBI3212@ybifoundation.ybif,"? 80,000.00",Yes
YBI3213@ybifoundation.ybif,"? 80,000.00",Yes
YBI3214@ybifoundation.ybif,"? 80,000.00",Yes
YBI3215@ybifoundation.ybif,"? 70,000.00",Yes
YBI3216@ybifoundation.ybif,"? 70,000.00",No
YBI3217@ybifoundation.ybif,"? 70,000.00",No
YBI3218@ybifoundation.ybif,"? 70,000.00",Yes
YBI3219@ybifoundation.ybif,"? 60,000.00",Yes
YBI3220@ybifoundation.ybif,"? 70,000.00",Yes
YBI3221@ybifoundation.ybif,"? 70,000.00",Yes
YBI3222@ybifoundation.ybif,"? 70,000.00",Yes
YBI3223@ybifoundation.ybif,"? 90,000.00",Yes
YBI3224@ybifoundation.ybif,"? 90,000.00",No
YBI3225@ybifoundation.ybif,"? 80,000.00",Yes
YBI3226@ybifoundation.ybif,"? 30,000.00",No
YBI3227@ybifoundation.ybif,"? 10,000.00",Yes
YBI3228@ybifoundation.ybif,"? 30,000.00",Yes
YBI3229@ybifoundation.ybif,"? 30,000.00",Yes
YBI3230@ybifoundation.ybif,"? 30,000.00",Yes
YBI3231@ybifoundation.ybif,"? 40,000.00",Yes
YBI3232@ybifoundation.ybif,"? 40,000.00",No
YBI3233@ybifoundation.ybif,"? 40,000.00",Yes
YBI3234@ybifoundation.ybif,"? 30,000.00",Yes
YBI3235@ybifoundation.ybif,"? 30,000.00",No
YBI3236@ybifoundation.ybif,"? 30,000.00",Yes
YBI3237@ybifoundation.ybif,"? 30,000.00",No
YBI3238@ybifoundation.ybif,"? 30,000.00",No
YBI3239@ybifoundation.ybif,"? 10,000.00",No
YBI3240@ybifoundation.ybif,"? 40,000.00",Yes
YBI3241@ybifoundation.ybif,"? 30,000.00",Yes
YBI3242@ybifoundation.ybif,"? 40,000.00",No
YBI3243@ybifoundation.ybif,"? 30,000.00",No
YBI3244@ybifoundation.ybif,"? 30,000.00",Yes
YBI3245@ybifoundation.ybif,"? 30,000.00",Yes
YBI3246@ybifoundation.ybif,"? 40,000.00",No
YBI3247@ybifoundation.ybif,"? 40,000.00",Yes
YBI3248@ybifoundation.ybif,"? 30,000.00",No
YBI3249@ybifoundation.ybif,"? 40,000.00",Yes
YBI3250@ybifoundation.ybif,"? 40,000.00",Yes
YBI3251@ybifoundation.ybif,"? 40,000.00",Yes
YBI3252@ybifoundation.ybif,"? 40,000.00",Yes
YBI3253@ybifoundation.ybif,"? 40,000.00",Yes
YBI3254@ybifoundation.ybif,"? 60,000.00",Yes
YBI3255@ybifoundation.ybif,"? 40,000.00",Yes
YBI3256@ybifoundation.ybif,"? 40,000.00",No
YBI3257@ybifoundation.ybif,"? 40,000.00",No
YBI3258@ybifoundation.ybif,"? 40,000.00",Yes
YBI3259@ybifoundation.ybif,"? 40,000.00",Yes
YBI3260@ybifoundation.ybif,"? 30,000.00",No
YBI3261@ybifoundation.ybif,"? 60,000.00",No
YBI3262@ybifoundation.ybif,"? 70,000.00",No
YBI3263@ybifoundation.ybif,"? 70,000.00",No
YBI3264@ybifoundation.ybif,"? 70,000.00",No
YBI3265@ybifoundation.ybif,"? 70,000.00",No
YBI3266@ybifoundation.ybif,"? 80,000.00",No
YBI3267@ybifoundation.ybif,"? 80,000.00",No
YBI3268@ybifoundation.ybif,"? 80,000.00",No
YBI3269@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI3270@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI3271@ybifoundation.ybif,"? 1,20,000.00",Yes
YBI3272@ybifoundation.ybif,"? 1,30,000.00",No
YBI3273@ybifoundation.ybif,"? 80,000.00",Yes
YBI3274@ybifoundation.ybif,"? 10,000.00",Yes
YBI3275@ybifoundation.ybif,"? 10,000.00",No
YBI3276@ybifoundation.ybif,"? 10,000.00",Yes
YBI3277@ybifoundation.ybif,"? 10,000.00",No
YBI3278@ybifoundation.ybif,"? 10,000.00",Yes
YBI3279@ybifoundation.ybif,"? 10,000.00",No
